ISIN NUMBER,NAME OF COMPANY,EXCHANGEID,SYMBOL,SERIES
INE0FRK01012,NSE:MOTISONS,20788,MOTISONS,EQ
INE235C01010,NSE:SUMEETINDS,20794,SUMEETINDS,BE
IN1820190164,NSE:707JK30,20796,707JK30,SG
IN1920190205,NSE:708KA31,20797,708KA31,SG
INE183W23014,NSE:IRBINVIT,20817,IRBINVIT,IV
INE843S01025,NSE:SURAJEST,20824,SURAJEST,BE
INE031A01017,NSE:HUDCO,20825,HUDCO,EQ
INE490G01020,NSE:MOIL,20830,MOIL,EQ
INE046W01019,NSE:MUTHOOTMF,20831,MUTHOOTMF,EQ
INE0KUG08027,NSE:765NBFID38,20841,765NBFID38,N0
INE556F08KM1,NSE:779SIDBI27,20843,779SIDBI27,N0
IN1720190090,NSE:72HP35,20844,72HP35,SG
IN1920190148,NSE:716KA30,20845,716KA30,SG
IN1720190082,NSE:717HP30,20846,717HP30,SG
INE202E08144,NSE:768IREDA33,20848,768IREDA33,N8
IN1620190158,NSE:717HR30,20849,717HR30,SG
IN1220190152,NSE:722AS30,20850,722AS30,SG
IN1220190202,NSE:702AS30,20851,702AS30,SG
INE330T01021,NSE:HAPPYFORGE,20854,HAPPYFORGE,EQ
INE565L01011,NSE:ZEELEARN,20856,ZEELEARN,BE
IN1720190140,NSE:695HP34,20858,695HP34,SG
IN1720190132,NSE:695HP33,20859,695HP33,SG
IN1620190174,NSE:696HR40,20860,696HR40,SG
IN1120190039,NSE:699AR30,20861,699AR30,SG
IN1420190176,NSE:699GA30,20862,699GA30,SG
IN1020190493,NSE:702AP30,20863,702AP30,SG
IN1920190189,NSE:697KA28,20864,697KA28,SG
INE488V01015,NSE:PSPPROJECT,20877,PSPPROJECT,EQ
INE220Q01020,NSE:MUFTI,20878,MUFTI,EQ
INE0PEQ01016,NSE:RBZJEWEL,20893,RBZJEWEL,BE
INE0Q1W01012,NSE:EFORCE,20899,EFORCE,SM
INE572E07142,NSE:813PNBH33,20903,813PNBH33,N0
INE02IJ01035,NSE:AZAD,20905,AZAD,EQ
INE619I01012,NSE:A2ZINFRA,20910,A2ZINFRA,BE
IN1920190197,NSE:697KA30,20912,697KA30,SG
IN1420200033,NSE:672GA30,20913,672GA30,SG
IN1020200128,NSE:672AP28,20914,672AP28,SG
IN1220190103,NSE:722AS29,20915,722AS29,SG
IN1420190127,NSE:722GA29,20916,722GA29,SG
IN1220190178,NSE:724AS30,20917,724AS30,SG
IN1920190155,NSE:717KA30,20918,717KA30,SG
IN1020190451,NSE:715AP36,20919,715AP36,SG
IN1020200094,NSE:6AP25,20920,6AP25,SG
IN1420200066,NSE:654GA30,20921,654GA30,SG
IN1020200193,NSE:648AP27,20922,648AP27,SG
IN1020200201,NSE:654AP30,20923,654AP30,SG
IN1520230146,NSE:74GJ26,20926,74GJ26,SG
IN1520230153,NSE:758GJ32,20927,758GJ32,SG
IN3120230344,NSE:766TN33,20928,766TN33,SG
INE349X01015,NSE:JALAN,20929,JALAN,SM
IN3620230059,NSE:767UK33A,20931,767UK33A,SG
IN3120230351,NSE:756TN53A,20933,756TN53A,SG
INE146L01010,NSE:KIRLOSENG,20936,KIRLOSENG,EQ
IN1420230204,NSE:767GA33A,20937,767GA33A,SG
IN3320230235,NSE:767UP33,20938,767UP33,SG
IN2920230363,NSE:767RJ33,20942,767RJ33,SG
IN3320230243,NSE:765UP34,20943,765UP34,SG
IN1620230335,NSE:767HR35,20944,767HR35,SG
IN1920230159,NSE:768KA37,20945,768KA37,SG
IN3420230176,NSE:764WB43A,20946,764WB43A,SG
IN4920230203,NSE:772JK43,20947,772JK43,SG
IN2020230198,NSE:762KL44,20948,762KL44,SG
IN002023Z414,NSE:364D261224,20952,364D261224,TB
INE722J01012,NSE:RKDL,20954,RKDL,BE
INE0Q3R01026,NSE:SUNCLAY,20956,SUNCLAY,EQ
IN1820190123,NSE:719JK29,20959,719JK29,SG
IN1220190111,NSE:72AS29,20960,72AS29,SG
IN1020200011,NSE:798AP31,20961,798AP31,SG
IN1120200010,NSE:8AR30,20963,8AR30,SG
IN1920200012,NSE:780KA30,20964,780KA30,SG
IN1920200020,NSE:793KA31,20965,793KA31,SG
INE148I07RC9,NSE:925SCL25H,20968,925SCL25H,Y0
INE148I07RD7,NSE:965SCL25B,20970,965SCL25B,Y1
INE148I07RE5,NSE:888SCL25B,20972,888SCL25B,Y2
INE551Q01028,NSE:VSCL,20973,VSCL,SM
INE148I07RI6,NSE:925SCL25B,20977,925SCL25B,Y3
IN0020170018,NSE:SGBMAY25,20980,SGBMAY25,GB
INE148I07RF2,NSE:SCLZC25E,20982,SCLZC25E,Y4
INE148I07RK2,NSE:SCLZC25F,20984,SCLZC25F,Y5
INE148I07RG0,NSE:940SCL26B,20986,940SCL26B,Y6
INE219X23014,NSE:INDIGRID,20988,INDIGRID,IV
INE148I07RN6,NSE:990SCL26B,20995,990SCL26B,Y7
INE148I07RJ4,NSE:948SCL26B,21000,948SCL26B,Y8
INE608A01012,NSE:PSB,21001,PSB,EQ
INE148I07RY3,NSE:SCLZC26F,21003,SCLZC26F,Y9
INE148I07RL0,NSE:SCLZC26G,21008,SCLZC26G,YA
INE148I07RM8,NSE:965SCL28B,21010,965SCL28B,YB
INE148I07RS5,NSE:925SCL28B,21016,925SCL28B,YC
INE360L01017,NSE:FMNL,21017,FMNL,EQ
INE148I07RO4,NSE:971SCL28B,21019,971SCL28B,YD
INE148I07RP1,NSE:980SCL33D,21024,980SCL33D,YG
INE148I07RR7,NSE:835SCL23A,21026,835SCL23A,YH
INE148I07RU1,NSE:875SCL23A,21028,875SCL23A,YI
INE148I07RV9,NSE:1025SCL33,21030,1025SCL33,YJ
IN1620200015,NSE:8HR30,21031,8HR30,SG
IN1520190159,NSE:726GJ29,21032,726GJ29,SG
IN1220190137,NSE:726AS29,21034,726AS29,SG
IN1020200243,NSE:648AP32,21039,648AP32,SG
IN1420200082,NSE:641GA30,21040,641GA30,SG
INE148I07RW7,NSE:1075SCL33,21042,1075SCL33,YK
INE148I07RX5,NSE:980SCL33B,21044,980SCL33B,YL
IN1820190172,NSE:795JK30,21046,795JK30,SG
IN1420200017,NSE:788GA30,21047,788GA30,SG
IN1220200019,NSE:8AS30,21048,8AS30,SG
IN1520200016,NSE:773GJ29,21049,773GJ29,SG
IN1020190584,NSE:780AP33,21050,780AP33,SG
IN1720190181,NSE:73HP30,21051,73HP30,SG
IN1520190233,NSE:699GJ26,21053,699GJ26,SG
IN1020190543,NSE:688AP35,21054,688AP35,SG
INE148I07RZ0,NSE:835SCL23B,21056,835SCL23B,YM
INE0PS301014,NSE:INDIFRA,21058,INDIFRA,SM
INE0DUT01020,NSE:INNOVACAP,21062,INNOVACAP,EQ
INE0QHG01026,NSE:SUPREMEPWR,21074,SUPREMEPWR,ST
INE272L01022,NSE:SURANASOL,21077,SURANASOL,EQ
INE460H01021,NSE:STARCEMENT,21091,STARCEMENT,EQ
INE0QD201012,NSE:TECHLABS,21093,TECHLABS,ST
INE0PZA01015,NSE:SAIFL,21096,SAIFL,SM
INE0R3501012,NSE:HRHNEXT,21107,HRHNEXT,SM
INE878K01010,NSE:BFINVEST,21113,BFINVEST,EQ
INE029L01018,NSE:KICL,21123,KICL,BE
INE010J01012,NSE:TEJASNET,21131,TEJASNET,EQ
INE0PCY01014,NSE:AKANKSHA,21132,AKANKSHA,ST
IN1520230161,NSE:743GJ27,21133,743GJ27,SG
IN1020190535,NSE:688AP34,21138,688AP34,SG
IN1420190184,NSE:694GA30,21139,694GA30,SG
IN1720190157,NSE:629HP26,21140,629HP26,SG
IN1720190173,NSE:695HP29,21141,695HP29,SG
IN1520230179,NSE:747GJ28,21152,747GJ28,SG
IN1020230679,NSE:774AP32A,21153,774AP32A,SG
INE406M01024,NSE:ERIS,21154,ERIS,EQ
IN1920230167,NSE:774KA34,21155,774KA34,SG
IN2920230371,NSE:774RJ34,21156,774RJ34,SG
IN1320190227,NSE:692BR32,21161,692BR32,SG
IN1220190228,NSE:695AS30,21162,695AS30,SG
IN1920230175,NSE:773KA35A,21163,773KA35A,SG
IN1020230687,NSE:774AP36A,21164,774AP36A,SG
IN2820230224,NSE:778PN37,21165,778PN37,SG
IN2820230232,NSE:779PN38,21166,779PN38,SG
IN1320230155,NSE:773BR39,21167,773BR39,SG
IN1020230695,NSE:77AP43A,21168,77AP43A,SG
IN1520190142,NSE:724GJ29,21169,724GJ29,SG
IN002023Z422,NSE:364D020125,21172,364D020125,TB
INE736A01011,NSE:CDSL,21174,CDSL,EQ
INE0RCG01017,NSE:KCEIL,21185,KCEIL,ST
INE0Q2V01012,NSE:KLL,21186,KLL,SM
INE306N07LL7,NSE:855TCAPS27,21194,855TCAPS27,N7
INE869I01013,NSE:GTPL,21195,GTPL,EQ
INE306N07LM5,NSE:865TCAPS27,21197,865TCAPS27,N8
IN1220190095,NSE:730AS29,21213,730AS29,SG
IN1520190167,NSE:728GJ29,21214,728GJ29,SG
IN1520200073,NSE:654GJ30,21216,654GJ30,SG
INE113X01015,NSE:ACCORD,21217,ACCORD,SM
INE306N08284,NSE:9TCAP28,21221,9TCAP28,N9
INE306N08292,NSE:910TCAP28,21225,910TCAP28,NA
INE306N08334,NSE:875TCAPS29,21227,875TCAPS29,NB
INE306N08342,NSE:885TCAPS29,21229,885TCAPS29,NC
INE498L07012,NSE:815LTF27,21231,815LTF27,NO
INE957N08110,NSE:9HFL34,21233,9HFL34,N0
IN1020200219,NSE:657AP30,21235,657AP30,SG
IN1620190166,NSE:703HR40,21236,703HR40,SG
IN1020190485,NSE:705AP31,21237,705AP31,SG
INE949L01017,NSE:AUBANK,21238,AUBANK,EQ
INE261F08EF5,NSE:78NABARD27,21239,78NABARD27,N0
INF846K01W98,NSE:AXISNIFTY,21252,AXISNIFTY,EQ
INF109KC19U5,NSE:LOWVOLIETF,21254,LOWVOLIETF,EQ
INE0PSC01024,NSE:DIGIDRIVE,21256,DIGIDRIVE,BE
IN1220230164,NSE:753AS29,21259,753AS29,SG
INE792X01016,NSE:TRANSWIND,21260,TRANSWIND,SM
IN1520230187,NSE:764GJ31,21262,764GJ31,SG
IN1520230195,NSE:766GJ32,21264,766GJ32,SG
IN3120230369,NSE:772TN34,21269,772TN34,SG
IN1220230172,NSE:778AS34,21270,778AS34,SG
IN2220230170,NSE:772MH35,21271,772MH35,SG
IN2020230206,NSE:776KL35,21272,776KL35,SG
IN2220230188,NSE:773MH36,21273,773MH36,SG
IN1920230183,NSE:774KA36,21274,774KA36,SG
INE519C01017,NSE:SUMMITSEC,21275,SUMMITSEC,EQ
IN1620230343,NSE:777HR36,21276,777HR36,SG
IN3820230016,NSE:778PY36,21277,778PY36,SG
IN1920230191,NSE:772KA37,21281,772KA37,SG
IN1920230209,NSE:771KA38,21283,771KA38,SG
IN4920230211,NSE:768JK44,21288,768JK44,SG
IN002023Z430,NSE:364D090125,21305,364D090125,TB
INE202E08151,NSE:777IREDA27,21308,777IREDA27,N9
INE752E08726,NSE:765PGCIL34,21315,765PGCIL34,N0
INE256H01015,NSE:DYNPRO,21318,DYNPRO,BE
INE0R8O23017,NSE:SEITINVIT,21321,SEITINVIT,IV
INE121A07RP5,NSE:840CIFCL27,21325,840CIFCL27,NI
INE157D07EF2,NSE:1015CLIX25,21331,1015CLIX25,N0
INE980O01024,NSE:JYOTICNC,21334,JYOTICNC,EQ
INE503B01021,NSE:STEELXIND,21339,STEELXIND,EQ
INE0O7401018,NSE:IBLFL,21348,IBLFL,SM
INE170V01027,NSE:SALASAR,21362,SALASAR,EQ
IN1320190219,NSE:702BR30,21375,702BR30,SG
INE471W01019,NSE:PALASHSECU,21383,PALASHSECU,EQ
IN1420200058,NSE:66GA30,21389,66GA30,SG
IN1920200038,NSE:649KA30,21390,649KA30,SG
INE347W01011,NSE:MAGADSUGAR,21392,MAGADSUGAR,EQ
INE557F08FT4,NSE:757NHB31,21394,757NHB31,N8
INE335W01016,NSE:GANGESSECU,21399,GANGESSECU,EQ
INF277KA1976,NSE:TATAGOLD,21401,TATAGOLD,EQ
INE349W01017,NSE:AVADHSUGAR,21406,AVADHSUGAR,EQ
IN1920200046,NSE:651KA31,21419,651KA31,SG
IN1520200040,NSE:647GJ30,21422,647GJ30,SG
INF247L01023,NSE:MOM100,21423,MOM100,EQ
INF277KA1984,NSE:TATSILV,21428,TATSILV,EQ
INE924D01017,NSE:THEINVEST,21431,THEINVEST,BE
INE0P0001010,NSE:APS,21459,APS,ST
INE812V08037,NSE:793THDC34,21463,793THDC34,N0
INE350C01017,NSE:OPTIEMUS,21469,OPTIEMUS,EQ
INE020B08EW9,NSE:771REC27,21470,771REC27,NJ
IN0020170034,NSE:SGBJUL25,21477,SGBJUL25,GB
INF789F1AUW9,NSE:UTINEXT50,21478,UTINEXT50,EQ
INE020B08EV1,NSE:764REC34,21485,764REC34,NK
INE577L01016,NSE:STEL,21488,STEL,BE
IN1020230703,NSE:764AP31,21494,764AP31,SG
IN1220230180,NSE:768AS31,21496,768AS31,SG
IN3520230092,NSE:768CG32,21499,768CG32,SG
IN1520230203,NSE:764GJ33,21500,764GJ33,SG
INE285J01028,NSE:SIS,21501,SIS,EQ
IN3520230100,NSE:767CG33,21502,767CG33,SG
IN1520230211,NSE:764GJ34,21503,764GJ34,SG
INE704P01025,NSE:COCHINSHIP,21508,COCHINSHIP,EQ
IN1720230102,NSE:767HP34,21509,767HP34,SG
IN1020230711,NSE:767AP38A,21510,767AP38A,SG
IN1720230110,NSE:764HP39,21512,764HP39,SG
IN1920230217,NSE:768KA39,21513,768KA39,SG
IN1320230163,NSE:773BR39A,21539,773BR39A,SG
IN1920230225,NSE:769KA40,21540,769KA40,SG
INE645L01011,NSE:JUBLINDS,21541,JUBLINDS,EQ
IN4520230389,NSE:76TS43,21542,76TS43,SG
IN1020230729,NSE:76AP44,21543,76AP44,SG
IN4520230397,NSE:76TS47,21547,76TS47,SG
IN3120230377,NSE:756TN54,21548,756TN54,SG
IN1020200144,NSE:655AP28,21549,655AP28,SG
IN1220190087,NSE:727AS29,21550,727AS29,SG
INE320X01016,NSE:SMSLIFE,21555,SMSLIFE,BE
IN002023Z448,NSE:364D160125,21570,364D160125,TB
INE213W07277,NSE:835SMFG27,21572,835SMFG27,N0
INE073V01015,NSE:COMSYN,21578,COMSYN,EQ
INE157D07EG0,NSE:1010CLIX25,21601,1010CLIX25,N1
INE674K01013,NSE:ABCAPITAL,21614,ABCAPITAL,EQ
INE02KN07022,NSE:875GFL27,21615,875GFL27,N0
INE053F08353,NSE:757IRFC29,21621,757IRFC29,NP
INE346W01013,NSE:APEX,21623,APEX,EQ
INE813H07333,NSE:840TPL28,21624,840TPL28,N2
IN1620200031,NSE:624HR26,21640,624HR26,SG
IN1320190177,NSE:729BR30,21642,729BR30,SG
IN1020190410,NSE:729AP30,21643,729AP30,SG
IN1020190428,NSE:724AP33,21644,724AP33,SG
IN1020190436,NSE:724AP35,21645,724AP35,SG
IN1820190149,NSE:728JK30,21646,728JK30,SG
IN1020200136,NSE:639AP26,21647,639AP26,SG
IN1520200032,NSE:66GJ29,21650,66GJ29,SG
IN1820190115,NSE:730JK29,21651,730JK29,SG
INE124Y01010,NSE:PASHUPATI,21657,PASHUPATI,SM
INE813H07358,NSE:840TPL26,21659,840TPL26,N0
INE813H07341,NSE:840TPL27,21677,840TPL27,N1
INE253A01025,NSE:HINDMOTORS,21679,HINDMOTORS,BE
INE813H07325,NSE:840TPL29,21684,840TPL29,N3
INE727S01012,NSE:BRNL,21687,BRNL,BE
INE935N01020,NSE:DIXON,21690,DIXON,EQ
INE0ECC01022,NSE:MAXPOSURE,21691,MAXPOSURE,SM
INE104Y01012,NSE:MANAV,21697,MANAV,SM
INE385W01011,NSE:DCAL,21704,DCAL,EQ
INE456Z01021,NSE:MEDIASSIST,21705,MEDIASSIST,EQ
IN1920190098,NSE:723KA28,21710,723KA28,SG
IN2820200052,NSE:68PN26,21711,68PN26,SG
INE670X01014,NSE:LASA,21713,LASA,EQ
IN2820200086,NSE:665PN50,21716,665PN50,SG
IN2820190097,NSE:73PN34,21717,73PN34,SG
IN2820200078,NSE:67PN30,21719,67PN30,SG
IN2820200037,NSE:725PN25,21721,725PN25,SG
INE866R01028,NSE:MATRIMONY,21726,MATRIMONY,EQ
INE217K01011,NSE:RHFL,21733,RHFL,EQ
IN0020230176,NSE:737GR2054,21735,737GR2054,GS
INE149A01033,NSE:CHOLAHLDNG,21740,CHOLAHLDNG,EQ
INE556F08KN9,NSE:775SIDBI27,21741,775SIDBI27,N1
INE264T01014,NSE:CAPACITE,21749,CAPACITE,EQ
INF0R8F01034,NSE:LIQUIDCASE,21750,LIQUIDCASE,EQ
INE692Q07472,NSE:832TFSIL29,21760,832TFSIL29,N0
INE692Q07480,NSE:83645TFS27,21767,83645TFS27,N1
INE765G01017,NSE:ICICIGI,21770,ICICIGI,EQ
IN2820200060,NSE:672PN30,21786,672PN30,SG
IN2820190162,NSE:695PN25,21787,695PN25,SG
IN2820190147,NSE:697PN40,21789,697PN40,SG
INE105Y01019,NSE:MPTODAY,21792,MPTODAY,SM
INE179G01029,NSE:DAVANGERE,21794,DAVANGERE,EQ
INE123W01016,NSE:SBILIFE,21808,SBILIFE,EQ
INE219Y01018,NSE:RMDRIP,21816,RMDRIP,SM
IN1920230233,NSE:773KA41,21818,773KA41,SG
IN1920230241,NSE:767KA42,21820,767KA42,SG
INE090Y01013,NSE:CADSYS,21823,CADSYS,SM
IN1020230745,NSE:77AP42,21825,77AP42,SG
IN3420230184,NSE:766WB43,21827,766WB43,SG
INE621L01012,NSE:TEXRAIL,21828,TEXRAIL,EQ
IN3120230385,NSE:759TN44,21829,759TN44,SG
IN4520230405,NSE:759TS46,21830,759TS46,SG
INE393P01035,NSE:DIAMONDYD,21840,DIAMONDYD,EQ
IN3120230393,NSE:758TN54,21841,758TN54,SG
IN2920230389,NSE:766RJ31,21842,766RJ31,SG
IN3520230118,NSE:767CG31,21849,767CG31,SG
IN3720230017,NSE:768JH32,21851,768JH32,SG
IN1520230229,NSE:763GJ33,21856,763GJ33,SG
IN1520230237,NSE:763GJ34,21858,763GJ34,SG
IN2920230397,NSE:767RJ34,21863,767RJ34,SG
IN1420230212,NSE:769GA34,21865,769GA34,SG
INE238Y01018,NSE:TIRUPATI,21868,TIRUPATI,SM
IN1020230737,NSE:768AP37,21870,768AP37,SG
IN2520230086,NSE:773MZ39,21872,773MZ39,SG
IN1320230171,NSE:774BR39,21877,774BR39,SG
IN2120230155,NSE:771MP40,21879,771MP40,SG
IN2820190113,NSE:722PN32,21893,722PN32,SG
IN2820190089,NSE:730PN31,21894,730PN31,SG
IN2820190139,NSE:692PN35,21895,692PN35,SG
IN2020190210,NSE:705KL30,21899,705KL30,SG
IN2020200118,NSE:655KL30,21901,655KL30,SG
IN2020200126,NSE:577KL25,21902,577KL25,SG
IN2020200134,NSE:673KL28,21903,673KL28,SG
IN2020200019,NSE:791KL30,21904,791KL30,SG
IN2020200027,NSE:810KL32,21905,810KL32,SG
IN2020200035,NSE:896KL35,21906,896KL35,SG
IN2020190186,NSE:728KL30,21908,728KL30,SG
IN2020200084,NSE:65KL27,21909,65KL27,SG
IN2020200092,NSE:663KL30,21910,663KL30,SG
IN2020200076,NSE:591KL25,21911,591KL25,SG
IN2020190178,NSE:718KL29,21912,718KL29,SG
IN2020190228,NSE:684KL30,21913,684KL30,SG
IN2020190194,NSE:716KL30,21914,716KL30,SG
IN2020190202,NSE:703KL30,21915,703KL30,SG
IN2020200050,NSE:67KL27,21916,67KL27,SG
IN2020200142,NSE:553KL25,21917,553KL25,SG
IN2320200040,NSE:642MN30,21919,642MN30,SG
IN2320190068,NSE:705MN30,21920,705MN30,SG
IN2320200032,NSE:656MN30,21921,656MN30,SG
IN2320190050,NSE:699MN30,21922,699MN30,SG
IN2320200016,NSE:8MN30,21923,8MN30,SG
IN2320200024,NSE:68MN30,21924,68MN30,SG
IN2320190076,NSE:695MN30,21925,695MN30,SG
IN2320190043,NSE:69MN30,21926,69MN30,SG
IN1920200079,NSE:57KA26,21927,57KA26,SG
IN1920200061,NSE:575KA25,21928,575KA25,SG
IN1920200087,NSE:612KA27,21929,612KA27,SG
IN1920200095,NSE:609KA28,21930,609KA28,SG
IN2220200033,NSE:654MH30,21932,654MH30,SG
IN2220190143,NSE:778MH29,21933,778MH29,SG
IN2220200025,NSE:76MH30,21934,76MH30,SG
IN2220200058,NSE:657MH31,21936,657MH31,SG
IN2220200074,NSE:66MH31,21937,66MH31,SG
IN2220190135,NSE:698MH28,21939,698MH28,SG
IN2220200017,NSE:783MH30,21940,783MH30,SG
IN2220190093,NSE:714MH29,21941,714MH29,SG
IN2220190101,NSE:727MH30,21942,727MH30,SG
IN2220190119,NSE:70MH28,21944,70MH28,SG
IN2220190127,NSE:697MH28,21946,697MH28,SG
IN2220200116,NSE:624MH28,21947,624MH28,SG
IN2120200117,NSE:658MP35,21948,658MP35,SG
IN2120200125,NSE:652MP35,21949,652MP35,SG
IN2120190193,NSE:729MP35,21950,729MP35,SG
INE548A01028,NSE:HFCL,21951,HFCL,EQ
IN002023Z455,NSE:364D230125,21952,364D230125,TB
INE725H08188,NSE:833TPL27,21953,833TPL27,N5
INE611L01021,NSE:INDTERRAIN,21957,INDTERRAIN,EQ
INF0QA701722,NSE:NIFTYBETF,21959,NIFTYBETF,EQ
IN2120190185,NSE:711MP30,21963,711MP30,SG
IN2120190144,NSE:704MP30,21965,704MP30,SG
IN2120190151,NSE:712MP35,21966,712MP35,SG
IN2120190169,NSE:719MP40,21967,719MP40,SG
IN2120200091,NSE:664MP30,21971,664MP30,SG
IN2120190086,NSE:718MP30,21972,718MP30,SG
IN2120190094,NSE:717MP35,21973,717MP35,SG
IN2120200109,NSE:657MP30,21975,657MP30,SG
IN2120190060,NSE:717MP29,21976,717MP29,SG
IN2120190078,NSE:721MP34,21977,721MP34,SG
IN2120190128,NSE:698MP30,21978,698MP30,SG
IN2120190136,NSE:694MP35,21979,694MP35,SG
IN2120190102,NSE:729MP30,21980,729MP30,SG
IN2120200083,NSE:673MP30,21981,673MP30,SG
IN2120190235,NSE:735MP29,21982,735MP29,SG
IN2120190177,NSE:689MP35,21983,689MP35,SG
INF0QA701714,NSE:BANKBETF,21986,BANKBETF,EQ
IN2120190110,NSE:709MP30,21991,709MP30,SG
IN2120200075,NSE:669MP30,21992,669MP30,SG
IN2620200021,NSE:652NL30,21993,652NL30,SG
IN2620190065,NSE:705NL30,21994,705NL30,SG
IN2620200013,NSE:80NL30,21995,80NL30,SG
IN2620190032,NSE:72NL29,21996,72NL29,SG
IN2620190057,NSE:703NL30,21997,703NL30,SG
IN2620190040,NSE:729NL29,21998,729NL29,SG
IN2720190080,NSE:68OR25,22006,68OR25,SG
IN2420200015,NSE:652ML30,22009,652ML30,SG
IN2420190075,NSE:720ML30,22010,720ML30,SG
IN2420190042,NSE:72ML29,22011,72ML29,SG
IN2420190067,NSE:704ML30,22012,704ML30,SG
IN2420190059,NSE:729ML29,22013,729ML29,SG
IN2520200030,NSE:657MZ35,22014,657MZ35,SG
IN2520190066,NSE:720MZ30,22015,720MZ30,SG
IN2520190074,NSE:750MZ30,22016,750MZ30,SG
IN2520200022,NSE:66MZ30,22017,66MZ30,SG
IN2520190041,NSE:72MZ29,22018,72MZ29,SG
IN2520200014,NSE:704MZ30,22019,704MZ30,SG
IN2520190058,NSE:711MZ30,22020,711MZ30,SG
IN2920200218,NSE:545RJ25,22022,545RJ25,SG
IN2920200226,NSE:655RJ50,22023,655RJ50,SG
IN3820190046,NSE:721PY28,22024,721PY28,SG
IN3820190038,NSE:708PY26,22025,708PY26,SG
IN3820190079,NSE:688PY31,22026,688PY31,SG
IN3820190053,NSE:701PY26,22027,701PY26,SG
IN3820190087,NSE:735PY30,22028,735PY30,SG
IN3820190061,NSE:703PY28,22029,703PY28,SG
IN1020190345,NSE:722AP30,22030,722AP30,SG
IN1020190303,NSE:722AP28,22031,722AP28,SG
IN1020190311,NSE:722AP31A,22032,722AP31A,SG
IN2920200234,NSE:655RJ55,22033,655RJ55,SG
IN2920190302,NSE:727RJ29,22034,727RJ29,SG
IN2920190450,NSE:708RJ30,22035,708RJ30,SG
IN2920190468,NSE:745RJ30,22036,745RJ30,SG
IN2920200085,NSE:649RJ30,22043,649RJ30,SG
IN2920190336,NSE:717RJ30,22044,717RJ30,SG
IN2920200077,NSE:58RJ25,22046,58RJ25,SG
IN2920190427,NSE:704RJ30,22048,704RJ30,SG
IN2920200119,NSE:658RJ30,22050,658RJ30,SG
IN2920200101,NSE:565RJ25,22052,565RJ25,SG
IN2920190328,NSE:715RJ30,22054,715RJ30,SG
IN2920200127,NSE:575RJ25,22055,575RJ25,SG
IN2920200135,NSE:657RJ30,22056,657RJ30,SG
IN2920190401,NSE:697RJ30,22057,697RJ30,SG
IN2920200150,NSE:654RJ30,22059,654RJ30,SG
IN2920190294,NSE:718RJ29,22060,718RJ29,SG
IN2920200028,NSE:790RJ26,22061,790RJ26,SG
IN2920200036,NSE:831RJ27,22062,831RJ27,SG
IN2920200051,NSE:678RJ30,22063,678RJ30,SG
IN2920190344,NSE:727RJ30,22064,727RJ30,SG
IN2920190484,NSE:788RJ32,22065,788RJ32,SG
IN2920190476,NSE:73RJ30,22066,73RJ30,SG
IN2920190286,NSE:687RJ25,22067,687RJ25,SG
IN2920190443,NSE:684RJ30,22068,684RJ30,SG
IN2920190435,NSE:603RJ25,22069,603RJ25,SG
IN2920200176,NSE:670RJ50,22070,670RJ50,SG
IN2920190369,NSE:718RJ30,22072,718RJ30,SG
IN2920200168,NSE:659RJ30,22073,659RJ30,SG
IN2920190385,NSE:714RJ30,22074,714RJ30,SG
IN2920190393,NSE:703RJ30,22076,703RJ30,SG
IN2920200044,NSE:671RJ30,22077,671RJ30,SG
IN2920190278,NSE:684RJ24,22078,684RJ24,SG
IN2920200184,NSE:655RJ30,22079,655RJ30,SG
IN2920200192,NSE:667RJ50,22080,667RJ50,SG
IN3320200055,NSE:65UP30,22081,65UP30,SG
IN3320190140,NSE:726UP29,22082,726UP29,SG
IN3320190264,NSE:710UP30,22083,710UP30,SG
IN3320190272,NSE:793UP30,22084,793UP30,SG
IN3320190249,NSE:704UP30,22085,704UP30,SG
IN3320200014,NSE:765UP30,22086,765UP30,SG
IN3320190231,NSE:703UP30,22087,703UP30,SG
IN3320200022,NSE:70UP30,22088,70UP30,SG
IN3320190181,NSE:722UP30,22089,722UP30,SG
IN3320190165,NSE:716UP29,22090,716UP29,SG
IN3320190280,NSE:73UP30,22091,73UP30,SG
IN3320190132,NSE:719UP29,22092,719UP29,SG
IN3320190256,NSE:690UP30,22093,690UP30,SG
IN3320200030,NSE:686UP30,22094,686UP30,SG
IN3320190207,NSE:714UP30,22095,714UP30,SG
IN3320190215,NSE:709UP30,22096,709UP30,SG
IN3320200048,NSE:669UP30,22097,669UP30,SG
IN3320190124,NSE:728UP29,22098,728UP29,SG
IN3320190157,NSE:729UP29,22099,729UP29,SG
IN3320190223,NSE:691UP30,22100,691UP30,SG
IN3120200206,NSE:663TN55,22102,663TN55,SG
IN3120200214,NSE:641TN30,22103,641TN30,SG
IN3120200016,NSE:775TN30,22104,775TN30,SG
IN3120200081,NSE:575TN25,22105,575TN25,SG
IN3120200024,NSE:750TN29,22107,750TN29,SG
IN3120190258,NSE:719TN35,22110,719TN35,SG
IN3120200115,NSE:66TN30,22111,66TN30,SG
IN3120200123,NSE:674TN50,22112,674TN50,SG
IN3120200131,NSE:669TN50,22113,669TN50,SG
IN3120200149,NSE:655TN30,22114,655TN30,SG
IN3120190241,NSE:733TN54,22115,733TN54,SG
IN3120190183,NSE:689TN25,22118,689TN25,SG
